family,genus,species,status,type,prevalence,typedetailled,EEO,pfamily,pspecie,,region,reference,,host
Indriidae,Propithecus,edwardsi,EN,Protozoa,0,protozoan,,Cryptosporidiidae,Cryptosporidium,sp.,Ranomafana,"Rasambainarivo, F. T., Gillespie, T. R., Wright, P. C., Arsenault, J., Villeneuve, A., & Lair, S. (2013). Survey of Giardia and Cryptosporidium in lemurs from the Ranomafana National Park, Madagascar. Journal of Wildlife Diseases, 49(3), 741-743.",,Propithecus_edwardsi
Lemuridae,Eulemur,rubriventer,VU,Protozoa,0,protozoan,,Cryptosporidiidae,Cryptosporidium,sp.,Ranomafana,"Rasambainarivo, F. T., Gillespie, T. R., Wright, P. C., Arsenault, J., Villeneuve, A., & Lair, S. (2013). Survey of Giardia and Cryptosporidium in lemurs from the Ranomafana National Park, Madagascar. Journal of Wildlife Diseases, 49(3), 741-743.",,Eulemur_rubriventer
Indriidae,Propithecus,candidus,CR,Protozoa,0,protozoan,,Cryptosporidiidae,Cryptosporidium,sp.,,"Loudon, J. E., Patel, E. R., Faulkner, C., Schopler, R., Kramer, R. A., Williams, C. V., & Herrera, J. P. (2017). 8 An Ethnoprimatological Assessment of Human Impact on the Parasite Ecology of Silky Sifaka (Propithecus candidus). Ethnoprimatology: A Practical Guide to Research at the Human-Nonhuman Primate Interface, 76, 89.",,Propithecus_candidus
Indriidae,Indri,indri,CR,Protozoa,0,protozoan,,Cryptosporidiidae,Cryptosporidium,sp.,Betampona,"Junge, R. E., Barrett, M. A., & Yoder, A. D. (2011). Effects of anthropogenic disturbance on indri (Indri indri) health in Madagascar. American Journal of Primatology, 73(7), 632-642.",,Indri_indri
Indriidae,Indri,indri,CR,Protozoa,0,protozoan,,Cryptosporidiidae,Cryptosporidium,sp.,Betampona,"Junge, R. E., Barrett, M. A., & Yoder, A. D. (2011). Effects of anthropogenic disturbance on indri (Indri indri) health in Madagascar. American Journal of Primatology, 73(7), 632-642.",,Indri_indri
Indriidae,Propithecus,edwardsi,EN,Protozoa,0,protozoan,,Entamoebidae,Entamoeba,histolytica,,"Ragazzo, L. J., Zohdy, S., Velonabison, M., Herrera, J., Wright, P. C., & Gillespie, T. R. (2018). Entamoeba histolytica infection in wild lemurs associated with proximity to humans. Veterinary parasitology, 249, 98-101.",,Propithecus_edwardsi
Lemuridae,Hapalemur ,aureus,CR,Protozoa,0.056,protozoan,,Entamoebidae,Entamoeba,histolytica,,"Ragazzo, L. J., Zohdy, S., Velonabison, M., Herrera, J., Wright, P. C., & Gillespie, T. R. (2018). Entamoeba histolytica infection in wild lemurs associated with proximity to humans. Veterinary parasitology, 249, 98-101.",,Hapalemur _aureus
Lemuridae,Prolemur,simus,CR,Protozoa,0,protozoan,,Entamoebidae,Entamoeba,histolytica,,"Ragazzo, L. J., Zohdy, S., Velonabison, M., Herrera, J., Wright, P. C., & Gillespie, T. R. (2018). Entamoeba histolytica infection in wild lemurs associated with proximity to humans. Veterinary parasitology, 249, 98-101.",,Prolemur_simus
Lemuridae,Eulemur ,rufifrons,VU,Protozoa,0,protozoan,,Entamoebidae,Entamoeba,histolytica,,"Ragazzo, L. J., Zohdy, S., Velonabison, M., Herrera, J., Wright, P. C., & Gillespie, T. R. (2018). Entamoeba histolytica infection in wild lemurs associated with proximity to humans. Veterinary parasitology, 249, 98-101.",,Eulemur _fulvus_rufus
Lemuridae,Eulemur,rubriventer,VU,Protozoa,0.077,protozoan,,Entamoebidae,Entamoeba,histolytica,,"Ragazzo, L. J., Zohdy, S., Velonabison, M., Herrera, J., Wright, P. C., & Gillespie, T. R. (2018). Entamoeba histolytica infection in wild lemurs associated with proximity to humans. Veterinary parasitology, 249, 98-101.",,Eulemur_rubriventer
Cheirogaleidae,Microcebus,rufus,VU,Protozoa,0.054,protozoan,,Entamoebidae,Entamoeba,histolytica,,"Ragazzo, L. J., Zohdy, S., Velonabison, M., Herrera, J., Wright, P. C., & Gillespie, T. R. (2018). Entamoeba histolytica infection in wild lemurs associated with proximity to humans. Veterinary parasitology, 249, 98-101.",,Microcebus_rufus
Lemuridae,Varecia,variegata,CR,Protozoa,0,protozoan,,Entamoebidae,Entamoeba,histolytica,,"Ragazzo, L. J., Zohdy, S., Velonabison, M., Herrera, J., Wright, P. C., & Gillespie, T. R. (2018). Entamoeba histolytica infection in wild lemurs associated with proximity to humans. Veterinary parasitology, 249, 98-101.",,Varecia_variegata_variegata
Indriidae,Propithecus,verreauxi,CR,Helminth,0.056,nematode,,Entamoebidae,Enterobius,sp.,Bezaha Mahafaly,"Raveloarisoa, A. (2000). Contribution à l'étude De la préférence alimentaire du Propithecus verreauxi verreauxi de la RS de Beza Mahafaly (Parcelle I). Mémoire de DEA, Sciences Biologie Appliquées. Faculté des Sciences, Université d'Antananarivo.",,Propithecus_verreauxi
Cheirogaleidae,Microcebus,rufus,VU,Helminth,0,nematode,,Entamoebidae,Enterobius,sp.,,"AIVELO, T., MEDLAR, A., LÖYTYNOJA, A., LAAKKONEN, J., & JERNVALL, J. (2015). Tracking year-to-year changes in intestinal nematode communities of rufous mouse lemurs (Microcebus rufus). Parasitology, 142(8), 1095-1107. doi:10.1017/S0031182015000438",,Microcebus_rufus
Cheirogaleidae,Microcebus,rufus,VU,Helminth,0,nematode,,Entamoebidae,Enterobius,sp.,,"AIVELO, T., MEDLAR, A., LÖYTYNOJA, A., LAAKKONEN, J., & JERNVALL, J. (2015). Tracking year-to-year changes in intestinal nematode communities of rufous mouse lemurs (Microcebus rufus). Parasitology, 142(8), 1095-1107. doi:10.1017/S0031182015000438",,Microcebus_rufus
Cheirogaleidae,Microcebus,rufus,VU,Helminth,0,nematode,,Entamoebidae,Enterobius,sp.,,"AIVELO, T., MEDLAR, A., LÖYTYNOJA, A., LAAKKONEN, J., & JERNVALL, J. (2015). Tracking year-to-year changes in intestinal nematode communities of rufous mouse lemurs (Microcebus rufus). Parasitology, 142(8), 1095-1107. doi:10.1017/S0031182015000438",,Microcebus_rufus
Cheirogaleidae,Microcebus,rufus,VU,Helminth,0,nematode,,Entamoebidae,Enterobius,sp.,,"AIVELO, T., MEDLAR, A., LÖYTYNOJA, A., LAAKKONEN, J., & JERNVALL, J. (2015). Tracking year-to-year changes in intestinal nematode communities of rufous mouse lemurs (Microcebus rufus). Parasitology, 142(8), 1095-1107. doi:10.1017/S0031182015000438",,Microcebus_rufus
Cheirogaleidae,Microcebus,rufus,VU,Helminth,0,nematode,,Entamoebidae,Enterobius,sp.,,"AIVELO, T., MEDLAR, A., LÖYTYNOJA, A., LAAKKONEN, J., & JERNVALL, J. (2015). Tracking year-to-year changes in intestinal nematode communities of rufous mouse lemurs (Microcebus rufus). Parasitology, 142(8), 1095-1107. doi:10.1017/S0031182015000438",,Microcebus_rufus
Cheirogaleidae,Microcebus,rufus,VU,Helminth,0,nematode,,Entamoebidae,Enterobius,sp.,,"AIVELO, T., MEDLAR, A., LÖYTYNOJA, A., LAAKKONEN, J., & JERNVALL, J. (2015). Tracking year-to-year changes in intestinal nematode communities of rufous mouse lemurs (Microcebus rufus). Parasitology, 142(8), 1095-1107. doi:10.1017/S0031182015000438",,Microcebus_rufus
Cheirogaleidae,Microcebus,rufus,VU,Helminth,0.04,nematode,,Entamoebidae,Enterobius,sp.,,"AIVELO, T., MEDLAR, A., LÖYTYNOJA, A., LAAKKONEN, J., & JERNVALL, J. (2015). Tracking year-to-year changes in intestinal nematode communities of rufous mouse lemurs (Microcebus rufus). Parasitology, 142(8), 1095-1107. doi:10.1017/S0031182015000438",,Microcebus_rufus
Cheirogaleidae,Microcebus,rufus,VU,Helminth,0.044,nematode,,Entamoebidae,Enterobius,sp.,,"AIVELO, T., MEDLAR, A., LÖYTYNOJA, A., LAAKKONEN, J., & JERNVALL, J. (2015). Tracking year-to-year changes in intestinal nematode communities of rufous mouse lemurs (Microcebus rufus). Parasitology, 142(8), 1095-1107. doi:10.1017/S0031182015000438",,Microcebus_rufus
Cheirogaleidae,Microcebus,rufus,VU,Helminth,0.042,nematode,,Entamoebidae,Enterobius,sp.,,"AIVELO, T., MEDLAR, A., LÖYTYNOJA, A., LAAKKONEN, J., & JERNVALL, J. (2015). Tracking year-to-year changes in intestinal nematode communities of rufous mouse lemurs (Microcebus rufus). Parasitology, 142(8), 1095-1107. doi:10.1017/S0031182015000438",,Microcebus_rufus
Cheirogaleidae,Microcebus,murinus,LC,Helminth,0.01,nematode,,Entamoebidae,Enterobius,sp.,Mandena,"Raharivololona, B., Rakotondravao, and J. U. Ganzhorn. 2007. Gastrointestinal parasites of small mammals in the littoral forest of Mandena, Pages 247-258 in J. U. Ganzhorn, S. M. Goodman, and M. Vincelette, eds. Biodiversity, Ecology, and Conservation of Littoral Ecosystems in the Region of Tolagnaro (Fort Dauphin), Southeastern Madagascar.
Gastrointestinal parasites of small mammals in the littoral forest
of Mandena. In: Biodiversity, Ecology, and Conservation of Littoral
Ecosystems in the Region of Tolagnaro (Fort Dauphin), Southeastern
Madagascar, J. U. Ganzhorn, S. M. Goodman & M. Vincelette (eds.), pp
247-258. Smithsonian Institution, Washington, D. C.",,Microcebus_murinus
Cheirogaleidae,Microcebus,murinus,LC,Helminth,0.01,nematode,,Entamoebidae,Enterobius,sp.,Mandena,"Raharivololona, B.M. 2006. Gastrointestinal parasites of Cheirogaleus spp. and Microcebus murinus in the littoral forest of Mandena, Madagascar. Lemur News 11: 31-35.",,Microcebus_murinus
Cheirogaleidae,Cheirogaleus,major,VU,Helminth,,nematode,,Oxyuridae,Lemuricola ,contagiosus,,"Chabaud, A. G., Brygoo E. R., and A.J. Petter. 1965. Les nematodes parasites de Lemuriens malgaches. VI. Description de six especes nouvelles et conclusions generales. Annales de Parasitologie 40 (2): 181-214.",,Cheirogaleus_major
Cheirogaleidae,Cheirogaleus,major,VU,Helminth,,nematode,,Oxyuridae,Lemuricola ,contagiosus,,"Hugot, J. P., S. L. Gardner, and S. Morand. 1996. The Enterobiinae subfam nov (Nematoda, Oxyurida) pinworm parasites of primates and rodents. International Journal for Parasitology 26:147-159.
",,Cheirogaleus_major
Cheirogaleidae,Cheirogaleus,major,VU,Helminth,,nematode,,Oxyuridae,Lemuricola ,contagiosus,,"Hugot, J. P. 1999. Primates and their pinworm parasite: the Cameron hypothesis revisited. Systematic Biology 48:523-546. ",,Cheirogaleus_major
Daubentonidae,Daubentonia,madagascariensis,EN,Helminth,,nematode,,Oxyuridae,Lemuricola ,daubentoniae,,"Hugot, J. P. 1999. Primates and their pinworm parasite: the Cameron hypothesis revisited. Systematic Biology 48:523-546. ",,Daubentonia_madagascariensis
Lemuridae,Eulemur,macaco,EN,Helminth,,nematode,,Oxyuridae,Lemuricola ,lemuris,,"Hugot, J. P. 1999. Primates and their pinworm parasite: the Cameron hypothesis revisited. Systematic Biology 48:523-546. ",,Eulemur_macaco
Lemuridae,Eulemur,albifrons,VU,Helminth,,nematode,,Oxyuridae,Lemuricola ,lemuris,,"Irwin, M.T., and J. Raharison. 2009. A review of the endoparasites of the lemurs of Madagascar. Malagasy Nature 2: 66-93.",,Eulemur_albifrons
Lemuridae,Eulemur,macaco,EN,Helminth,,nematode,,Oxyuridae,Lemuricola ,lemuris,,"Irwin, M.T., and J. Raharison. 2009. A review of the endoparasites of the lemurs of Madagascar. Malagasy Nature 2: 66-93.",,Eulemur_macaco
Cheirogaleidae,Microcebus ,murinus,LC,Helminth,,nematode,,Oxyuridae,Lemuricola ,microcebi,,"Hugot, J. P. 1999. Primates and their pinworm parasite: the Cameron hypothesis revisited. Systematic Biology 48:523-546. ",,Microcebus _murinus
Indriidae,Propithecus,verreauxi,CR,Helminth,,nematode,,Oxyuridae,Lemuricola ,tricuroides,,"Chabaud, A. G., Brygoo E. R., and A.J. Petter. 1965. Les nematodes parasites de Lemuriens malgaches. VI. Description de six especes nouvelles et conclusions generales. Annales de Parasitologie 40 (2): 181-214.",,Propithecus_verreauxi
Indriidae,Propithecus,verreauxi,CR,Helminth,,nematode,,Oxyuridae,Lemuricola ,tricuroides,,"Hugot, J. P. 1999. Primates and their pinworm parasite: the Cameron hypothesis revisited. Systematic Biology 48:523-546. ",,Propithecus_verreauxi
Indriidae,Propithecus,verreauxi,CR,Helminth,0.385,nematode,,Oxyuridae,Lemuricola ,tricuroides,,"Loudon, J.E. 2009. The parasite ecology and socioecology of Ring-tailed Lemurs (Lemur catta) and Verreaux's Sifaka (Propithecus verreauxi) (Inhabiting the Beza Mahafaly Special Reserve [thesis]. University of Colorado.",,Propithecus_verreauxi
Lemuridae,Eulemur,fulvus,VU,Helminth,,nematode,,Oxyuridae,Lemuricola ,vauceli,,"Chabaud, A. G., Brygoo E. R., and A.J. Petter. 1965. Les nematodes parasites de Lemuriens malgaches. VI. Description de six especes nouvelles et conclusions generales. Annales de Parasitologie 40 (2): 181-214.",,Eulemur_fulvus
Lemuridae,Eulemur,fulvus,VU,Helminth,,nematode,,Oxyuridae,Lemuricola ,vauceli,,"Chabaud, A. G., Brygoo E. R., and A.J. Petter. 1965. Les nematodes parasites de Lemuriens malgaches. VI. Description de six especes nouvelles et conclusions generales. Annales de Parasitologie 40 (2): 181-214.",,Eulemur_fulvus
Lemuridae,Eulemur,mongoz,CR,Helminth,,nematode,,Oxyuridae,Lemuricola ,vauceli,,"Chabaud, A. G., Brygoo E. R., and A.J. Petter. 1965. Les nematodes parasites de Lemuriens malgaches. VI. Description de six especes nouvelles et conclusions generales. Annales de Parasitologie 40 (2): 181-214.",,Eulemur_mongoz
Lemuridae,Hapalemur,sp.,,Helminth,,nematode,,Oxyuridae,Lemuricola ,vauceli,,"Chabaud, A. G., Brygoo E. R., and A.J. Petter. 1965. Les nematodes parasites de Lemuriens malgaches. VI. Description de six especes nouvelles et conclusions generales. Annales de Parasitologie 40 (2): 181-214.",,Hapalemur_sp.
Lemuridae,Eulemur,fulvus,VU,Helminth,,nematode,,Oxyuridae,Lemuricola ,vauceli,,"Hugot, J. P., S. L. Gardner, and S. Morand. 1996. The Enterobiinae subfam nov (Nematoda, Oxyurida) pinworm parasites of primates and rodents. International Journal for Parasitology 26:147-159.
",,Eulemur_fulvus
Lemuridae,Eulemur,fulvus,VU,Helminth,,nematode,,Oxyuridae,Lemuricola ,vauceli,,"Hugot, J. P. 1999. Primates and their pinworm parasite: the Cameron hypothesis revisited. Systematic Biology 48:523-546. ",,Eulemur_fulvus
Lemuridae,Eulemur,rufifrons,VU,Helminth,1,nematode,,Oxyuridae,Lemuricola ,vauceli,kirindy,"Clough, D. 2010. Gastro-intestinal parasites of red-fronted lemurs in Kirindy Forest, Western Madagascar. Journal of Parasitology 96: 245-251.",,Eulemur_rufifrons
Lemuridae,Eulemur,rufifrons,VU,Helminth,1,nematode,,Oxyuridae,Lemuricola ,vauceli,kirindy,"Clough, D., Heistermann, M., and P. Kappeler. 2010. Host Intrinsic Determinants and Potential Consequences of Parasite Infection in Free-Ranging Red-Fronted Lemurs (Eulemur fulvus rufus). American Journal of Physical Anthropology 142:441-452",,Eulemur_rufifrons
Lemuridae,Eulemur,rufifrons,VU,Helminth,0.88,nematode,,Oxyuridae,Lemuricola ,vauceli,kirindy,"Clough, D., Heistermann, M., and P. Kappeler. 2010. Host Intrinsic Determinants and Potential Consequences of Parasite Infection in Free-Ranging Red-Fronted Lemurs (Eulemur fulvus rufus). American Journal of Physical Anthropology 142:441-452",,Eulemur_rufifrons
Cheirogaleidae,Microcebus,murinus,LC,Helminth,0.145,nematode,,Oxyuridae,Oxyuridae ,sp.,,"Poirotte, C., & Kappeler, P. M. (2019). Hygienic personalities in wild grey mouse lemurs vary adaptively with sex. Proceedings of the Royal Society B, 286(1908), 20190863.",,Microcebus_murinus
